Tên xe,Giá,Năm sản xuất,Kiểu dáng,Tình trạng,Xuất xứ,Số km đã đi,Tỉnh thành,Hộp số,Nhiên liệu
Mercedes-Benz GLC 300 4MATIC 2021,2499000000,2021,SUV,Đãquasửdụng,Trongnước,30km,Tp.HCM,Sốtựđộng,Xăng
Toyota Land Cruiser VX 4.6 V8 2013,197000000,2013,SUV,Đãquasửdụng,Nhậpkhẩu,112.654km,HàNội,Sốtựđộng,
Hyundai Accent 1.4MT 2018,380000000,2018,Sedan,Đãquasửdụng,Trongnước,40.000km,HàNội,Sốtay,Xăng
Honda Civic 1.8 AT 2011,385000000,2011,Sedan,Đãquasửdụng,Trongnước,10.000km,HàNội,Sốtựđộng,Xăng
Toyota Innova 2.0G 2012,340000000,2012,MPV,Đãquasửdụng,Trongnước,60.000km,HàNội,Sốtay,Xăng
Ford EcoSport Titanium 1.5L AT 2016,455000000,2016,SUV,Đãquasửdụng,Trongnước,20.000km,HàNội,Sốtựđộng,Xăng
Zotye Z8 2019,495000000,2019,SUV,Đãquasửdụng,Nhậpkhẩu,40.000km,TháiNguyên,Sốtựđộng,Xăng
Mazda BT-50 Luxury 4x2 2.2 AT 2020,435000000,2020,Pick-upTruck,Đãquasửdụng,Nhậpkhẩu,12.000km,HàNội,Sốtựđộng,Diesel
Suzuki Swift GLX 1.2 CVT 2018,499000000,2018,Hatchback,Đãquasửdụng,Nhậpkhẩu,50.000km,HàNội,Sốtựđộng,
Suzuki Vitara 1.6AT 2016,555000000,2016,SUV,Đãquasửdụng,Nhậpkhẩu,50.000km,HàNội,Sốtựđộng,Xăng
Toyota Fortuner 2.5G 4x2MT 2015,685000000,2015,SUV,Đãquasửdụng,Trongnước,50.000km,HàNội,Sốtay,Diesel
Suzuki Swift 1.4 AT 2018,495000000,2018,Hatchback,Đãquasửdụng,Trongnước,56.000km,HàNội,Sốtựđộng,Xăng
Nissan Teana AT 2015,228000000,2015,Sedan,Đãquasửdụng,Trongnước,HàNội,Sốtựđộng,Xăng
Porsche Cayenne 3.6 V6 2012,1690000000,2012,SUV,Đãquasửdụng,Nhậpkhẩu,55.000km,HàNội,Sốtựđộng,Xăng
Hyundai Starex 2.5 MT 2017,425000000,2017,Van/Minivan,Đãquasửdụng,Trongnước,62.000km,Tp.HCM,Sốtay,Diesel
Toyota Vios 1.5G AT 2018,485000000,2018,Sedan,Đãquasửdụng,Trongnước,40.000km,HàNội,Sốtựđộng,Xăng
Chevrolet Cruze LT 2015,315000000,2015,Sedan,Đãquasửdụng,Trongnước,50.000km,HàNội,Sốtay,Xăng
Mercedes-Benz A200 1.6 AT 2013,639000000,2013,Hatchback,Đãquasửdụng,Nhậpkhẩu,40.000km,HàNội,Sốtựđộng,Xăng
Hyundai Tucson 1.6 Đặc biệt 2018,795000000,2018,SUV,Đãquasửdụng,Trongnước,26.000km,HàNội,Sốtựđộng,Xăng
Ford Fiesta Titanium 1.0 AT EcoBoost 2015,369000000,2015,Hatchback,Đãquasửdụng,Trongnước,29.000km,Tp.HCM,Sốtựđộng,Xăng
BMW Z4 2009,1200000000,2009,Coupe,Đãquasửdụng,Nhậpkhẩu,62.000km,Tp.HCM,Sốtựđộng,Xăng
Chevrolet Spark 2010,70000000,2010,Hatchback,Đãquasửdụng,Trongnước,HàNội,Sốtay,Xăng
VinFast LUX SA2.0 Cao cấp 2021,1210000000,2021,SUV,Đãquasửdụng,Trongnước,4.000km,HàNội,Sốtựđộng,Xăng
Mazda 6 2.0 AT 2016,599000000,2016,Sedan,Đãquasửdụng,Trongnước,70.000km,HàNội,Sốtựđộng,Xăng
Kia Optima 2.0 GAT Luxury 2020,720000000,2020,Sedan,Đãquasửdụng,Nhậpkhẩu,28.000km,HàNội,Sốtựđộng,Xăng
Honda Civic 1.8 AT 2019,645000000,2019,Sedan,Đãquasửdụng,Nhậpkhẩu,30.000km,BìnhDương,Sốtựđộng,
Mercedes-Benz C300 AMG 2018,1368000000,2018,Sedan,Đãquasửdụng,Trongnước,43.000km,HàNội,Sốtựđộng,Xăng
Hyundai Santa Fe 2.2 Dầu Đặc biệt 2019,1110000000,2019,SUV,Đãquasửdụng,Trongnước,26.000km,HàNội,Sốtựđộng,Diesel
Hyundai Sonata 2.0L-6AT 2015,630000000,2015,Sedan,Đãquasửdụng,Nhậpkhẩu,36.000km,HàNội,Sốtựđộng,Xăng
Hyundai Tucson 2.0 Đặc biệt 2018,779000000,2018,SUV,Đãquasửdụng,Trongnước,60.000km,HàNội,Sốtựđộng,Xăng
Hyundai Tucson 1.6 Đặc biệt 2018,815000000,2018,SUV,Đãquasửdụng,Trongnước,27.000km,HàNội,Sốtựđộng,Xăng
Mazda 6 2.5L Premium 2017,695000000,2017,Sedan,Đãquasửdụng,Trongnước,63.000km,HàNội,Sốtựđộng,Xăng
Ford Ranger Wildtrak 2.0L 4x4 AT 2019,772000000,2019,Pick-upTruck,Đãquasửdụng,Nhậpkhẩu,57.000km,Tp.HCM,Sốtựđộng,Diesel
Kia Morning 1.25AT 2021,348000000,2021,Hatchback,Đãquasửdụng,Trongnước,700km,Tp.HCM,Sốtựđộng,Xăng
Ford Ranger Wildtrak 2.0L 4x4 AT 2019,895000000,2019,Pick-upTruck,Đãquasửdụng,Nhậpkhẩu,31.000km,Tp.HCM,Sốtựđộng,Diesel
Lexus RX 350 2016,2979000000,2016,SUV,Đãquasửdụng,Nhậpkhẩu,48.280km,HàNội,Sốtựđộng,Xăng
Toyota Fortuner 2.4G 4x2 AT  2019,998000000,2019,SUV,Đãquasửdụng,Trongnước,42.000km,Tp.HCM,Sốtựđộng,Diesel
Hyundai Accent 1.4MT 2019,368000000,2019,Sedan,Đãquasửdụng,Trongnước,60.000km,Tp.HCM,Sốtay,Xăng
Chevrolet Aveo LTZ 1.5 AT 2016,295000000,2016,Sedan,Đãquasửdụng,Trongnước,100.000km,HàNội,Sốtựđộng,Xăng
Toyota Fortuner 2.5G 4x2MT 2016,698000000,2016,SUV,Đãquasửdụng,Trongnước,120.000km,Tp.HCM,Sốtay,Diesel
Audi A4 2.0 TFSI 2016,1089000000,2016,Sedan,Đãquasửdụng,Nhậpkhẩu,67.000km,Tp.HCM,Sốtựđộng,Xăng
Ford Ranger XLS 2.2 4x2 AT 2014,498000000,2014,Pick-upTruck,Đãquasửdụng,Nhậpkhẩu,81.000km,Tp.HCM,Sốtựđộng,Diesel
Toyota Highlander 2.7L LE 2011,880000000,2011,SUV,Đãquasửdụng,Nhậpkhẩu,50.000km,HàNội,Sốtựđộng,Xăng
VinFast LUX A2.0 Cao cấp 2021,980000000,2021,Sedan,Đãquasửdụng,Trongnước,7.000km,HàNội,Sốtựđộng,Xăng
Mercedes-Benz GLC 200 4Matic 2021,2080000000,2021,SUV,Đãquasửdụng,Trongnước,8.000km,HàNội,Sốtựđộng,Xăng
Ford Ranger XLS 2.2 4x2 AT 2020,725000000,2020,Pick-upTruck,Đãquasửdụng,Nhậpkhẩu,30.000km,Tp.HCM,Sốtựđộng,Diesel
Mercedes-Benz GLA 45 4MATIC 2016,1469000000,2016,SUV,Đãquasửdụng,Nhậpkhẩu,45.000km,Tp.HCM,Sốtựđộng,Xăng
Toyota Fortuner 2.4G 4x2 AT  2018,1130000000,2018,SUV,Đãquasửdụng,Nhậpkhẩu,63.000km,HàNội,Sốtựđộng,Diesel
Toyota Innova 2.0E 2017,498000000,2017,MPV,Đãquasửdụng,Trongnước,115.929km,HàNội,Sốtay,Xăng
Toyota Vios 2012,345000000,2012,Sedan,Đãquasửdụng,Nhậpkhẩu,90.000km,NinhBình,Sốtựđộng,Xăng
Toyota Vios 1.5 G CVT 2022,599000000,2022,Sedan,Đãquasửdụng,Trongnước,4.000km,BếnTre,Sốtựđộng,Xăng
Ford Everest Titanium 2.0L AT 4WD 2019,1220000000,2019,SUV,Đãquasửdụng,Nhậpkhẩu,68.000km,Tp.HCM,Sốtựđộng,Diesel
Hyundai Grand i10 Hatchback 1.2 MT 2020,340000000,2020,Hatchback,Đãquasửdụng,Trongnước,BìnhDương,Sốtay,Xăng
Toyota Corolla Altis 1.8G AT 2013,478000000,2013,Sedan,Đãquasửdụng,Trongnước,90.000km,HàNội,Sốtựđộng,Xăng
Toyota Camry 2.0E 2013,590000000,2013,Sedan,Đãquasửdụng,Trongnước,70.000km,HàNội,Sốtựđộng,Xăng
Hyundai XG 2004,350000000,2004,Sedan,Đãquasửdụng,Nhậpkhẩu,300.000km,HàNội,Sốtựđộng,Xăng
Ford Escape 2001,108000000,2001,SUV,Đãquasửdụng,Trongnước,200.000km,HàNội,Sốtựđộng,Xăng
Toyota Corolla Cross 1.8 V  2020,885000000,2020,SUV,Đãquasửdụng,Trongnước,20.000km,HàNội,Sốtựđộng,Xăng
Toyota Vios 1.5E MT 2015,340000000,2015,Sedan,Đãquasửdụng,Trongnước,70.000km,HàNội,Sốtựđộng,Xăng
Hyundai Grand i10 Hatchback 1.2 AT 2017,355000000,2017,Hatchback,Đãquasửdụng,Trongnước,HàNội,Sốtựđộng,Xăng
Honda CR-V 2.4AT 2014,620000000,2014,SUV,Đãquasửdụng,Nhậpkhẩu,HàNội,Sốtựđộng,Xăng
Kia Cerato 1.6MT 2019,470000000,2019,Sedan,Đãquasửdụng,Trongnước,50.000km,HàNội,Sốtựđộng,Xăng
Mitsubishi Triton 4x2 AT Mivec 2021,650000000,2021,Pick-upTruck,Đãquasửdụng,Nhậpkhẩu,HàNội,Sốtựđộng,Diesel
Kia Sorento 2.2 DAT Premium 2014,640000000,2014,SUV,Đãquasửdụng,Trongnước,HàNội,Sốtựđộng,Diesel
Hyundai Grand i10 Sedan 1.2 AT 2019,360000000,2019,Sedan,Đãquasửdụng,Trongnước,35.000km,HàNội,Sốtựđộng,Xăng
BMW 730Li 2011,1130000000,2011,Sedan,Đãquasửdụng,Nhậpkhẩu,50.000km,HàNội,Sốtựđộng,Xăng
Land Rover Range Rover 3.0 2020,9700000000,2020,SUV,Đãquasửdụng,Nhậpkhẩu,7.000km,HàNội,Sốtựđộng,Xăng
Mazda 6 2.0 Premium 2018,675000000,2018,Sedan,Đãquasửdụng,Trongnước,HàNội,Sốtựđộng,Xăng
Toyota Vios 1.5E MT 2013,275000000,2013,Sedan,Đãquasửdụng,Trongnước,130.000km,HàNội,Sốtay,Xăng
Toyota Fortuner 2.7V TRD 4x2 2015,680000000,2015,SUV,Đãquasửdụng,Trongnước,82.000km,BìnhDương,Sốtựđộng,Xăng
VinFast Fadil Nâng Cao 2020,385000000,2020,Hatchback,Đãquasửdụng,Trongnước,12.157km,HàNội,Sốtựđộng,Xăng
Toyota Corolla Altis 1.8G AT 2020,725000000,2020,Sedan,Đãquasửdụng,Trongnước,14.000km,BìnhDương,Sốtựđộng,Xăng
Toyota Vios 1.5E MT 2018,375000000,2018,Sedan,Đãquasửdụng,Trongnước,57.000km,HàNội,Sốtay,Xăng
Mazda 2 1.5AT 2013,315000000,2013,Hatchback,Đãquasửdụng,Trongnước,72.000km,HàNội,Sốtựđộng,Xăng
Kia Cerato 1.6 AT Luxury 2019,585000000,2019,Sedan,Đãquasửdụng,Trongnước,22.000km,HàNội,Sốtựđộng,Xăng
Toyota Fortuner 2.7 V 4X2 AT 2015,599000000,2015,SUV,Đãquasửdụng,Trongnước,99.000km,HàNội,Sốtựđộng,Xăng
Mazda 2 1.5AT 2019,480000000,2019,Hatchback,Đãquasửdụng,Nhậpkhẩu,46.000km,HàNội,Sốtựđộng,Xăng
Bentley Flying Spur 2008,2100000000,2008,Sedan,Đãquasửdụng,Nhậpkhẩu,Tp.HCM,Sốtựđộng,Xăng
Toyota Vios 1.5 E CVT 2021,569000000,2021,Sedan,Đãquasửdụng,Trongnước,14.000km,ĐồngNai,Sốtựđộng,Xăng
Honda Jazz V 2018,450000000,2018,Hatchback,Đãquasửdụng,Trongnước,50.000km,HàNội,Sốtựđộng,Xăng
Toyota Fortuner 2.7 V 4X2 AT 2015,615000000,2015,SUV,Đãquasửdụng,Trongnước,68.000km,HàNội,Sốtựđộng,Xăng
Toyota Innova 2.0E 2015,400000000,2015,MPV,Đãquasửdụng,Trongnước,150.000km,HàNội,Sốtay,Xăng
Lexus LX 570 2011,2700000000,2011,SUV,Đãquasửdụng,Nhậpkhẩu,Tp.HCM,Sốtựđộng,Xăng
Mazda 3 1.5L Sedan 2018,585000000,2018,Sedan,Đãquasửdụng,Trongnước,29.000km,HàNội,Sốtựđộng,Xăng
Mitsubishi Outlander 2.0 CVT 2018,718000000,2018,SUV,Đãquasửdụng,Trongnước,30.000km,Tp.HCM,Sốtựđộng,Xăng
Ford Ranger XLS 2.2 4x2 MT 2014,430000000,2014,Pick-upTruck,Đãquasửdụng,Nhậpkhẩu,98.000km,Tp.HCM,Sốtựđộng,Xăng
Toyota Land Cruiser VX 4.6 V8 2016,3620000000,2016,SUV,Đãquasửdụng,Nhậpkhẩu,50.000km,HàNội,Sốtựđộng,Xăng
Nissan Juke 1.6L CVT 2012,488000000,2012,SUV,Đãquasửdụng,Trongnước,Tp.HCM,Sốtựđộng,Xăng
Kia Sorento 2.4 GATH Premium 2017,695000000,2017,SUV,Đãquasửdụng,Trongnước,51.000km,HàNội,Sốtựđộng,Xăng
Mazda CX-5 2.0L AT FWD 2018,760000000,2018,SUV,Đãquasửdụng,Trongnước,48.000km,Tp.HCM,Sốtựđộng,Xăng
Mini Cooper S 5Dr thể thao 2016,1280000000,2016,Hatchback,Đãquasửdụng,Nhậpkhẩu,40.000km,HàNội,Sốtựđộng,Xăng
Toyota Fortuner 2.7 V 4X2 AT 2014,630000000,2014,SUV,Đãquasửdụng,Trongnước,99.000km,HàNội,Sốtựđộng,Xăng
Mercedes-Benz S500 2016,2940000000,2016,Sedan,Đãquasửdụng,Trongnước,56.000km,HàNội,Sốtựđộng,Xăng
Kia Cerato 1.6 AT Deluxe 2018,496000000,2018,Sedan,Đãquasửdụng,Trongnước,63.000km,Tp.HCM,Sốtựđộng,Xăng
Ford EcoSport Titanium 1.5L AT 2014,395000000,2014,SUV,Đãquasửdụng,Trongnước,61.000km,Tp.HCM,Sốtựđộng,Xăng
Mazda CX-5 2.5 Premium AT 2WD 2018,799000000,2018,SUV,Đãquasửdụng,Trongnước,61.155km,HàNội,Sốtựđộng,
Mercedes-Benz E200 E200 2015,955000000,2015,Sedan,Đãquasửdụng,Trongnước,10km,HàNội,Sốtựđộng,Xăng
Ford EcoSport Titanium 1.5L AT 2014,395000000,2014,SUV,Đãquasửdụng,Trongnước,61.000km,Tp.HCM,Sốtựđộng,Xăng
VinFast LUX A2.0 Cao cấp 2020,860000000,2020,Sedan,Đãquasửdụng,Trongnước,10.000km,HàNội,Sốtựđộng,Xăng
Mercedes-Benz GLC 200 4Matic 2021,2079000000,2021,SUV,Đãquasửdụng,Trongnước,4.123km,Tp.HCM,Sốtựđộng,Xăng
Ford Ranger Wildtrak 2.0L 4x4 AT 2019,875000000,2019,Pick-upTruck,Đãquasửdụng,Nhậpkhẩu,68.000km,HàNội,Sốtựđộng,Diesel
Chevrolet Aveo LTZ 2017,345000000,2017,Sedan,Đãquasửdụng,Trongnước,23.000km,Tp.HCM,Sốtựđộng,Xăng
Lexus ES 250 F Sport 2019,2395000000,2019,Sedan,Đãquasửdụng,Nhậpkhẩu,29.000km,HàNội,Sốtựđộng,Xăng
Lexus ES 250 F Sport 2019,2375000000,2019,Sedan,Đãquasửdụng,Nhậpkhẩu,19.312km,HàNội,Sốtựđộng,Xăng
Honda Civic 2.0AT 2016,595000000,2016,Sedan,Đãquasửdụng,Trongnước,51.000km,Tp.HCM,Sốtựđộng,Xăng
Ford Everest Titanium 2.0 AT 4x2 2020,1155000000,2020,SUV,Đãquasửdụng,Nhậpkhẩu,9.000km,Tp.HCM,Sốtựđộng,Diesel
Kia Cerato 2.0 AT Premium 2018,641000000,2018,Sedan,Đãquasửdụng,Trongnước,36.985km,HàNội,Sốtựđộng,Xăng
Suzuki Swift 1.4 AT 2016,388000000,2016,Hatchback,Đãquasửdụng,Trongnước,64.687km,HàNội,Sốtựđộng,Xăng
Ford Everest Titanium 2.0 AT 4x2 2019,1099000000,2019,SUV,Đãquasửdụng,Nhậpkhẩu,41.000km,Tp.HCM,Sốtựđộng,Diesel
Kia Rio 1.4 GAT 2015,367000000,2015,Sedan,Đãquasửdụng,Trongnước,81.800km,Tp.HCM,Sốtựđộng,Xăng
Ford Fiesta Titanium 1.0 AT EcoBoost 2018,425000000,2018,Hatchback,Đãquasửdụng,Trongnước,33.000km,Tp.HCM,Sốtựđộng,Xăng
Kia Morning 2011,255000000,2011,Hatchback,Đãquasửdụng,Nhậpkhẩu,120.000.000km,BắcGiang,Sốtựđộng,Xăng
Toyota Rush S 1.5 AT 2021,660000000,2021,SUV,Đãquasửdụng,Nhậpkhẩu,66km,Tp.HCM,Sốtựđộng,Xăng
Kia Morning 2011,255000000,2011,Hatchback,Đãquasửdụng,Nhậpkhẩu,120.000.000km,BắcGiang,Sốtựđộng,Xăng
Honda City 1.5 TOP CVT 2018,490000000,2018,Sedan,Đãquasửdụng,Trongnước,Tp.HCM,Sốtựđộng,Xăng
BMW X4 xDrive20i M Sport 2021,2850000000,2021,SUV,Đãquasửdụng,Nhậpkhẩu,14.000km,HàNội,Sốtựđộng,Xăng
Mercedes-Benz S300 2010,1100000000,2010,Sedan,Đãquasửdụng,Trongnước,140.000km,HàNội,Sốtựđộng,Xăng
BMW 730Li 2.0 2011,1100000000,2011,Sedan,Đãquasửdụng,Nhậpkhẩu,128.000km,HàNội,Sốtựđộng,Xăng
Mercedes-Benz E250 E250 2009,505000000,2009,Sedan,Đãquasửdụng,Trongnước,100.000km,BắcNinh,Sốtựđộng,Xăng
Mercedes-Benz E250 E250 2009,505000000,2009,Sedan,Đãquasửdụng,Trongnước,100.000km,BắcGiang,Sốtựđộng,Xăng
Ford Explorer 2.3L Ecoboost 2017,1415000000,2017,SUV,Đãquasửdụng,Nhậpkhẩu,85.000km,HàNội,Sốtựđộng,Xăng
Jaguar XJL 3.0 supercharged 2013,2200000000,2013,Sedan,Đãquasửdụng,Nhậpkhẩu,36.000km,HàNội,Sốtựđộng,Xăng
Ford Everest 2.5AT 2014,535000000,2014,SUV,Đãquasửdụng,Trongnước,10.000km,HàNội,Sốtựđộng,Diesel
Land Rover Range Rover Autobiography LWB 5.0 V8 2015,4660000000,2015,SUV,Đãquasửdụng,Nhậpkhẩu,53.108km,HàNội,Sốtựđộng,Xăng
Ford Focus 2011,318000000,2011,Hatchback,Đãquasửdụng,Trongnước,90.000km,HàNội,Sốtựđộng,Xăng
Porsche Cayenne Coupe 2021,5350000000,2021,SUV,Đãquasửdụng,Nhậpkhẩu,12.212km,HàNội,Sốtựđộng,Xăng
Toyota Camry 2.5Q 2021,1300000000,2021,Sedan,Đãquasửdụng,Nhậpkhẩu,7.000km,HàNội,Sốtựđộng,Xăng
Porsche Macan S 2021,5350000000,2021,SUV,Đãquasửdụng,Nhậpkhẩu,20.000km,HàNội,Sốtựđộng,Xăng
Mazda 3 2010,279000000,2010,Sedan,Đãquasửdụng,Nhậpkhẩu,90.000km,HàNội,Sốtựđộng,Xăng
Toyota Vios 1.5E MT 2014,219000000,2014,Sedan,Đãquasửdụng,Trongnước,90.000km,HàNội,Sốtay,Xăng
Toyota Vios 1.5G AT 2021,570000000,2021,Sedan,Đãquasửdụng,Trongnước,15.000km,BàRịaVũngTàu,Sốtựđộng,Xăng
Hyundai Accent 1.4MT 2020,439000000,2020,Sedan,Đãquasửdụng,Trongnước,28.000km,Tp.HCM,Sốtay,Xăng
Hyundai Tucson 2.0 Tiêu chuẩn 2018,800000000,2018,SUV,Đãquasửdụng,Trongnước,80.000km,Tp.HCM,Sốtựđộng,Diesel
Ford Fiesta 1.6 AT 2013,295000000,2013,Sedan,Đãquasửdụng,Nhậpkhẩu,80.000km,HàNội,Sốtựđộng,Xăng
Toyota Vios 1.5 E CVT 2021,535000000,2021,Sedan,Đãquasửdụng,Trongnước,13.000km,BìnhDương,Sốtựđộng,Xăng
Mitsubishi Xpander 1.5 AT  2018,535000000,2018,MPV,Đãquasửdụng,Nhậpkhẩu,30.000km,BìnhDương,Sốtựđộng,Xăng
Porsche Panamera 4 Executive 2018,5950000000,2018,Sedan,Đãquasửdụng,Nhậpkhẩu,46.671km,HàNội,Sốtựđộng,Xăng
Hyundai Accent 1.4MT 2020,442000000,2020,Sedan,Đãquasửdụng,Trongnước,29.000km,Tp.HCM,Sốtay,Xăng
Porsche Macan 2.0 2015,2680000000,2015,SUV,Đãquasửdụng,Nhậpkhẩu,59.000km,HàNội,Sốtựđộng,Xăng
Toyota Corolla Altis 1.8G AT 2009,360000000,2009,Sedan,Đãquasửdụng,Trongnước,190.000km,HàNội,Sốtựđộng,Xăng
Kia Cerato 2.0 AT Premium 2018,555000000,2018,Sedan,Đãquasửdụng,Trongnước,40.000km,HàNội,Sốtựđộng,Xăng
Toyota Fortuner 2.7 V 4X2 AT 2012,485000000,2012,SUV,Đãquasửdụng,Trongnước,130.000km,HàNội,Sốtựđộng,Xăng
Mercedes-Benz V250 Luxury 2015,2099000000,2015,Van/Minivan,Đãquasửdụng,Nhậpkhẩu,34.567km,HàNội,Sốtựđộng,Diesel
Ford Ranger Wildtrak 3.2 4x4 AT 2016,760000000,2016,Pick-upTruck,Đãquasửdụng,Nhậpkhẩu,109.000km,Tp.HCM,Sốtựđộng,Diesel
Toyota Yaris 1.5G 2011,350000000,2011,Hatchback,Đãquasửdụng,Trongnước,55.000km,HàNội,Sốtựđộng,Xăng
Toyota Vios 1.5 G CVT 2020,525000000,2020,Sedan,Đãquasửdụng,Trongnước,9.000km,Tp.HCM,Sốtựđộng,Xăng
Mazda 3 1.5L Sedan 2017,545000000,2017,Sedan,Đãquasửdụng,Trongnước,70.000km,Tp.HCM,Sốtựđộng,Xăng
Mercedes-Benz GLK 220 CDI 4MATIC 2013,768000000,2013,SUV,Đãquasửdụng,Nhậpkhẩu,110.000km,Tp.HCM,Sốtựđộng,Diesel
Ford Everest Titanium 2.0 AT 4x2 2019,1090000000,2019,SUV,Đãquasửdụng,Nhậpkhẩu,40.000km,HàNội,Sốtựđộng,Diesel
Kia Rondo 2.0 GMT 2020,516000000,2020,MPV,Đãquasửdụng,Trongnước,11.000km,Tp.HCM,Sốtựđộng,Xăng
Ford Ranger Raptor 2.0L AT 4x4 2021,1430000000,2021,Pick-upTruck,Đãquasửdụng,Nhậpkhẩu,27.000km,LâmĐồng,Sốtựđộng,Diesel
Lexus RX 350 L 2019,4250000000,2019,SUV,Đãquasửdụng,Nhậpkhẩu,19.000km,HàNội,Sốtựđộng,Xăng
Thaco AUMAN FV380 2015,550000000,2015,Truck,Đãquasửdụng,Trongnước,45.000km,BắcGiang,Sốtay,Diesel
Land Rover Range Rover Autobiography LWB 5.0 V8 2013,4290000000,2013,SUV,Đãquasửdụng,Nhậpkhẩu,42.000km,HàNội,Sốtựđộng,Xăng
Lexus LX 570 Super Sport 2021,9890000000,2021,SUV,Đãquasửdụng,Nhậpkhẩu,6.200km,HàNội,Sốtựđộng,Xăng
Porsche Cayenne S 2019,6250000000,2019,SUV,Đãquasửdụng,Nhậpkhẩu,28.000km,HàNội,Sốtựđộng,Xăng
Mazda 3 1.5L Luxury 2019,620000000,2019,Sedan,Đãquasửdụng,Trongnước,39.000km,HàNội,Sốtựđộng,Xăng
Hyundai Accent 1.4AT Tiêu chuẩn 2021,515000000,2021,Sedan,Đãquasửdụng,Trongnước,20.000km,BìnhDương,Sốtay,Xăng
Ford Ranger Raptor 2.0L AT 4x4 2021,1430000000,2021,Pick-upTruck,Đãquasửdụng,Nhậpkhẩu,27.000km,Tp.HCM,Sốtựđộng,Diesel
Toyota Camry 2007,435000000,2007,Sedan,Đãquasửdụng,Nhậpkhẩu,65.000km,Tp.HCM,Sốtựđộng,Xăng
BMW 528i 2010,640000000,2010,Sedan,Đãquasửdụng,Nhậpkhẩu,78.000km,Tp.HCM,Sốtựđộng,Xăng
Ford Ranger XLS 2.2 4x2 MT 2016,515000000,2016,Pick-upTruck,Đãquasửdụng,Nhậpkhẩu,79.000km,Tp.HCM,Sốtay,Diesel
Honda City 1.5 TOP CVT 2019,519000000,2019,Sedan,Đãquasửdụng,Trongnước,36.298km,HàNội,Sốtựđộng,Xăng
Toyota Hilux 2.4E 4×2 AT 2019,710000000,2019,Pick-upTruck,Đãquasửdụng,Nhậpkhẩu,87.000km,Tp.HCM,Sốtựđộng,Diesel
Mercedes-Benz GLC 300 4MATIC 2017,1660000000,2017,SUV,Đãquasửdụng,Trongnước,60.000km,HàNội,Sốtựđộng,Xăng
Hyundai Santa Fe 2.2L (Máy dầu) cao cấp 2018,970000000,2018,SUV,Đãquasửdụng,Trongnước,62.000km,HàNội,Sốtựđộng,Diesel
Honda Brio RS 2020,419000000,2020,Hatchback,Đãquasửdụng,Trongnước,13.000km,Tp.HCM,Sốtựđộng,Xăng
Ford Explorer 2.3L Ecoboost 2016,1499000000,2016,SUV,Đãquasửdụng,Nhậpkhẩu,76.000km,Tp.HCM,Sốtựđộng,Xăng
Hyundai Santa Fe SLX Premium 2.0 2WD AT 2012,635000000,2012,SUV,Đãquasửdụng,Nhậpkhẩu,91.000km,Tp.HCM,Sốtựđộng,Diesel
Suzuki Ertiga 1.5L GLX AT 2016,355000000,2016,MPV,Đãquasửdụng,Nhậpkhẩu,65.000km,HàNội,Sốtựđộng,Xăng
Ford Everest 2.5AT 2012,420000000,2012,SUV,Đãquasửdụng,Trongnước,199.000km,Tp.HCM,Sốtựđộng,Diesel
Land Rover Range Rover Evoque 2013,1280000000,2013,SUV,Đãquasửdụng,Nhậpkhẩu,70.000km,HàNội,Sốtựđộng,Xăng
Kia Cerato 2.0 AT Premium 2019,615000000,2019,Sedan,Đãquasửdụng,Trongnước,44.000km,HàNội,Sốtựđộng,Xăng
Mercedes-Benz GLC 200 4Matic 2020,1969000000,2020,SUV,Đãquasửdụng,Trongnước,13.000km,HàNội,Sốtựđộng,Xăng
Hyundai Verna 2008,140000000,2008,Sedan,Đãquasửdụng,Nhậpkhẩu,172.000km,HàNội,Sốtay,Xăng
Kia Optima 2.4 GT Line 2019,789000000,2019,Sedan,Đãquasửdụng,Nhậpkhẩu,10.000km,HàNội,Sốtựđộng,Xăng
Toyota Corolla Altis 1.8G AT 2015,545000000,2015,Sedan,Đãquasửdụng,Trongnước,120.000km,HàNội,Sốtựđộng,Xăng
Honda Civic 1.8 G 2019,668000000,2019,Sedan,Đãquasửdụng,Nhậpkhẩu,44.000km,Tp.HCM,Sốtựđộng,Xăng
Toyota Innova 2.0 Venturer AT 2018,675000000,2018,MPV,Đãquasửdụng,Trongnước,42.000km,HàNội,Sốtựđộng,Xăng
Kia Morning Si 1.25 AT 2016,272000000,2016,Hatchback,Đãquasửdụng,Nhậpkhẩu,90.000km,HàNội,Sốtựđộng,Xăng
Ford Ranger Wildtrak 3.2 4x4 AT 2017,785000000,2017,Pick-upTruck,Đãquasửdụng,Nhậpkhẩu,100.000km,Tp.HCM,Sốtựđộng,Diesel
Mazda CX-8 Premium AWD 2019,1066000000,2019,SUV,Đãquasửdụng,Trongnước,29.000km,Tp.HCM,Sốtựđộng,Xăng
Toyota Camry 2.5Q 2014,720000000,2014,Sedan,Đãquasửdụng,Trongnước,79.000km,HàNội,Sốtựđộng,Xăng
Hyundai Santa Fe 2.2L (Máy dầu) cao cấp 2020,1220000000,2020,SUV,Đãquasửdụng,Trongnước,50.000km,HàNội,Sốtựđộng,Diesel
Hyundai Santa Fe 2.4L (Máy xăng) cao cấp 2020,1120000000,2020,SUV,Đãquasửdụng,Trongnước,20.000km,HàNội,Sốtựđộng,Xăng
